tagID,datetime,event
116,2019-08-08 12:16:07.800,exiting
629,2019-08-08 12:16:50.950,exiting
2795,2019-08-08 12:17:08.200,exiting
607,2019-08-08 12:17:53.750,exiting
836,2019-08-08 12:18:46.950,entering-exiting
327,2019-08-08 12:20:12.200,exiting
381,2019-08-08 12:20:23.950,entering-exiting
2696,2019-08-08 12:21:05.250,exiting
327,2019-08-08 12:22:02.300,entering
269,2019-08-08 12:22:27.950,exiting
799,2019-08-08 12:22:42.600,exiting
382,2019-08-08 12:22:56.500,exiting
677,2019-08-08 12:23:07.350,exiting-entering
2663,2019-08-08 12:23:39.850,exiting
382,2019-08-08 12:24:07.250,entering
382,2019-08-08 12:24:33.800,exiting
2701,2019-08-08 12:25:19.950,entering
40,2019-08-08 12:25:23.000,exiting
2701,2019-08-08 12:26:42.550,exiting-entering
2724,2019-08-08 12:26:13.700,exiting
1508,2019-08-08 12:26:16.650,exiting
527,2019-08-08 12:26:47.650,entering
677,2019-08-08 12:27:25.000,exiting-entering
2701,2019-08-08 12:28:25.500,exiting
2543,2019-08-08 12:29:08.600,entering
2701,2019-08-08 12:29:22.300,entering-exiting
1640,2019-08-08 12:29:49.350,exiting
2701,2019-08-08 12:30:36.150,entering
2380,2019-08-08 12:30:02.900,entering
1640,2019-08-08 12:30:45.550,entering
1640,2019-08-08 12:31:00.800,exiting-entering
1640,2019-08-08 12:31:23.750,exiting-entering
269,2019-08-08 12:31:25.500,entering
1640,2019-08-08 12:31:45.900,exiting-entering
1640,2019-08-08 12:32:17.350,exiting
700,2019-08-08 12:32:01.550,entering
1640,2019-08-08 12:32:50.650,entering-exiting
1640,2019-08-08 12:33:39.650,entering
2543,2019-08-08 12:33:30.200,exiting
2445,2019-08-08 12:33:55.150,exiting
700,2019-08-08 12:35:16.150,exiting
2380,2019-08-08 12:35:34.750,exiting-entering
2380,2019-08-08 12:36:04.750,exiting
420,2019-08-08 12:35:58.350,entering
382,2019-08-08 12:37:20.050,entering
2358,2019-08-08 12:37:27.200,entering
2428,2019-08-08 12:37:33.400,entering
2674,2019-08-08 12:37:49.400,exiting
1640,2019-08-08 12:38:21.750,exiting
1640,2019-08-08 12:38:32.800,entering
1640,2019-08-08 12:38:52.150,exiting-entering
1640,2019-08-08 12:39:25.550,exiting-entering
2428,2019-08-08 12:40:15.550,exiting
1473,2019-08-08 12:41:04.500,exiting
1640,2019-08-08 12:41:25.700,exiting
2662,2019-08-08 12:41:31.350,entering
2347,2019-08-08 12:41:56.450,entering
1640,2019-08-08 12:42:47.750,entering
420,2019-08-08 12:43:13.700,exiting
2624,2019-08-08 12:43:14.200,exiting
2662,2019-08-08 12:45:32.750,exiting
472,2019-08-08 12:47:02.550,exiting
823,2019-08-08 12:47:57.100,exiting
2701,2019-08-08 12:50:18.200,exiting-entering
2701,2019-08-08 12:50:45.750,exiting
266,2019-08-08 12:51:00.650,entering
1640,2019-08-08 12:53:23.450,exiting
1640,2019-08-08 12:53:36.350,entering
2778,2019-08-08 12:53:52.650,entering
1640,2019-08-08 12:54:30.250,exiting
144,2019-08-08 12:55:43.850,exiting-entering
320,2019-08-08 12:55:52.200,exiting
611,2019-08-08 12:56:22.350,entering
144,2019-08-08 12:57:47.550,exiting-entering
1640,2019-08-08 12:58:03.850,entering
144,2019-08-08 12:58:08.150,exiting-entering
1640,2019-08-08 12:58:13.750,exiting
935,2019-08-08 12:59:44.050,exiting
1640,2019-08-08 12:59:50.800,entering
1640,2019-08-08 13:00:10.600,exiting
2778,2019-08-08 13:04:01.050,exiting
1741,2019-08-08 13:05:03.800,exiting
793,2019-08-08 13:06:30.850,exiting
2701,2019-08-08 13:06:37.350,exiting
2724,2019-08-08 13:07:55.250,entering
2364,2019-08-08 13:08:20.050,exiting
2364,2019-08-08 13:08:43.450,entering
2364,2019-08-08 13:09:07.200,exiting-entering
2364,2019-08-08 13:09:57.200,exiting-entering
935,2019-08-08 13:10:27.500,entering
382,2019-08-08 13:11:14.200,exiting
144,2019-08-08 13:11:15.000,exiting
2364,2019-08-08 13:11:30.200,exiting
144,2019-08-08 13:11:32.500,entering
382,2019-08-08 13:11:35.100,entering
607,2019-08-08 13:13:26.750,entering
2364,2019-08-08 13:14:19.100,exiting
320,2019-08-08 13:14:42.000,exiting
2712,2019-08-08 13:15:41.800,exiting
2673,2019-08-08 13:16:38.400,exiting
399,2019-08-08 13:17:34.600,entering
700,2019-08-08 13:18:24.000,exiting
607,2019-08-08 13:18:52.200,exiting
568,2019-08-08 13:19:03.600,entering
2364,2019-08-08 13:21:09.600,entering-exiting
2364,2019-08-08 13:22:57.400,entering
2663,2019-08-08 13:27:15.200,exiting
399,2019-08-08 13:27:20.250,exiting
2364,2019-08-08 13:32:31.300,exiting
2364,2019-08-08 13:32:53.000,entering
2364,2019-08-08 13:33:23.500,exiting-entering
2364,2019-08-08 13:33:36.400,exiting
420,2019-08-08 13:33:37.850,exiting
2696,2019-08-08 13:34:39.600,exiting
2364,2019-08-08 13:35:09.600,entering
2696,2019-08-08 13:35:58.750,entering
2543,2019-08-08 13:36:21.700,exiting
428,2019-08-08 13:36:43.300,exiting-entering
2696,2019-08-08 13:36:36.200,exiting-entering
2364,2019-08-08 13:36:43.350,exiting
472,2019-08-08 13:38:13.800,exiting
2662,2019-08-08 13:38:40.800,entering
320,2019-08-08 13:39:06.500,exiting
879,2019-08-08 13:40:39.800,exiting
879,2019-08-08 13:41:09.350,entering-exiting
2662,2019-08-08 13:41:31.600,exiting
2696,2019-08-08 13:41:46.800,exiting
2364,2019-08-08 13:41:55.950,exiting
2696,2019-08-08 13:44:33.800,entering
381,2019-08-08 13:42:12.450,exiting
2696,2019-08-08 13:45:21.300,exiting-entering
2364,2019-08-08 13:45:56.750,entering
509,2019-08-08 13:46:39.200,exiting
2696,2019-08-08 13:46:38.800,exiting
2696,2019-08-08 13:46:53.300,entering
799,2019-08-08 13:47:42.350,exiting
1640,2019-08-08 13:48:37.900,exiting
2380,2019-08-08 13:49:10.100,exiting
2696,2019-08-08 13:50:32.100,exiting
266,2019-08-08 13:50:37.200,exiting
1640,2019-08-08 13:52:06.700,entering-exiting
102,2019-08-08 13:53:30.900,exiting
2364,2019-08-08 13:52:53.500,exiting
102,2019-08-08 13:53:43.550,entering
102,2019-08-08 13:54:20.800,exiting
668,2019-08-08 13:54:36.050,exiting
629,2019-08-08 13:55:02.350,exiting
2364,2019-08-08 13:56:25.650,entering
2364,2019-08-08 13:56:54.700,exiting
2364,2019-08-08 13:58:06.000,entering-exiting
2884,2019-08-08 13:58:21.050,entering
618,2019-08-08 13:59:59.750,exiting-entering
954,2019-08-08 14:00:28.250,entering
2364,2019-08-08 14:00:54.900,exiting
670,2019-08-08 14:01:28.800,exiting
910,2019-08-08 14:02:56.850,exiting
670,2019-08-08 14:02:55.300,entering
954,2019-08-08 14:03:25.300,entering
1508,2019-08-08 14:03:37.450,entering
2364,2019-08-08 14:03:54.500,exiting
2364,2019-08-08 14:06:20.300,entering-exiting
1741,2019-08-08 14:06:25.600,exiting
1508,2019-08-08 14:07:06.850,exiting
2364,2019-08-08 14:09:07.800,entering
2364,2019-08-08 14:09:20.100,exiting
1387,2019-08-08 14:10:31.600,exiting-entering
823,2019-08-08 14:14:44.250,exiting
2364,2019-08-08 14:14:57.050,entering-exiting
472,2019-08-08 14:16:34.800,entering
527,2019-08-08 14:18:05.650,exiting
2364,2019-08-08 14:19:35.300,entering
2673,2019-08-08 14:20:24.200,entering
320,2019-08-08 14:20:45.400,entering
700,2019-08-08 14:21:05.550,exiting
947,2019-08-08 14:21:42.200,exiting-entering
735,2019-08-08 14:22:18.750,exiting-entering
472,2019-08-08 14:22:23.650,exiting
735,2019-08-08 14:23:17.900,exiting
382,2019-08-08 14:23:50.450,exiting-entering
735,2019-08-08 14:24:15.550,entering
704,2019-08-08 14:24:08.950,exiting
735,2019-08-08 14:24:41.800,exiting-entering
629,2019-08-08 14:24:57.250,entering
2364,2019-08-08 14:25:14.000,exiting
735,2019-08-08 14:25:26.850,exiting-entering
2358,2019-08-08 14:25:32.550,exiting
735,2019-08-08 14:26:01.850,exiting-entering
2778,2019-08-08 14:26:05.700,entering
2673,2019-08-08 14:26:04.350,exiting
735,2019-08-08 14:27:00.550,exiting
382,2019-08-08 14:26:41.800,exiting-entering
735,2019-08-08 14:27:18.450,entering
399,2019-08-08 14:27:24.850,entering
735,2019-08-08 14:27:57.150,exiting
2624,2019-08-08 14:28:23.450,entering
2884,2019-08-08 14:29:22.000,exiting-entering
320,2019-08-08 14:31:26.450,exiting
2884,2019-08-08 14:34:15.450,exiting-entering
382,2019-08-08 14:33:07.000,exiting
2364,2019-08-08 14:33:08.700,exiting-entering
2364,2019-08-08 14:33:19.150,exiting
382,2019-08-08 14:33:25.700,entering
2624,2019-08-08 14:33:56.150,exiting
2884,2019-08-08 14:35:13.100,exiting-entering
116,2019-08-08 14:34:55.950,exiting
677,2019-08-08 14:34:59.950,entering
2674,2019-08-08 14:35:00.550,exiting
568,2019-08-08 14:36:14.600,exiting
2884,2019-08-08 14:37:36.500,exiting-entering
2884,2019-08-08 14:37:58.100,exiting-entering
33,2019-08-08 14:37:53.600,exiting
2696,2019-08-08 14:38:10.550,exiting-entering
2696,2019-08-08 14:38:33.850,exiting-entering
2364,2019-08-08 14:38:41.650,entering-exiting
2663,2019-08-08 14:38:48.600,entering
938,2019-08-08 14:38:53.550,entering
2364,2019-08-08 14:39:24.300,entering
1259,2019-08-08 14:39:34.700,entering-exiting
910,2019-08-08 14:40:17.050,exiting-entering
910,2019-08-08 14:40:37.200,exiting-entering
568,2019-08-08 14:40:44.250,entering
2696,2019-08-08 14:42:24.850,entering
607,2019-08-08 14:41:15.800,exiting
2380,2019-08-08 14:41:52.250,entering
360,2019-08-08 14:43:04.250,exiting
2356,2019-08-08 14:44:00.650,exiting
618,2019-08-08 14:43:57.600,exiting-entering
2347,2019-08-08 14:44:04.400,exiting
2701,2019-08-08 14:44:55.100,exiting-entering
2696,2019-08-08 14:44:44.550,exiting-entering
2701,2019-08-08 14:45:17.100,exiting
1869,2019-08-08 14:46:58.250,exiting
2701,2019-08-08 14:45:36.800,exiting
397,2019-08-08 14:45:34.750,exiting
2701,2019-08-08 14:46:18.200,entering-exiting
2696,2019-08-08 14:46:22.100,exiting
2696,2019-08-08 14:47:00.150,entering
798,2019-08-08 14:47:46.450,exiting-entering
2701,2019-08-08 14:47:33.250,exiting
2701,2019-08-08 14:47:44.250,entering
2701,2019-08-08 14:48:12.750,exiting
2663,2019-08-08 14:48:02.350,exiting
2701,2019-08-08 14:48:48.300,entering-exiting
2701,2019-08-08 14:49:29.950,entering-exiting
699,2019-08-08 14:50:03.850,entering
2884,2019-08-08 14:50:21.100,exiting-entering
2701,2019-08-08 14:50:49.650,entering-exiting
2696,2019-08-08 14:50:47.700,exiting
2543,2019-08-08 14:50:49.600,entering
2884,2019-08-08 14:51:00.300,exiting
2701,2019-08-08 14:51:15.450,exiting
1037,2019-08-08 14:51:29.850,entering
2701,2019-08-08 14:52:01.950,entering-exiting
399,2019-08-08 14:51:59.150,exiting
2701,2019-08-08 14:52:28.250,entering
2364,2019-08-08 14:52:29.300,exiting
2701,2019-08-08 14:53:15.450,entering-exiting
2701,2019-08-08 14:54:04.650,entering
2543,2019-08-08 14:57:04.950,exiting
798,2019-08-08 14:58:27.300,exiting-entering
2846,2019-08-08 14:59:03.600,exiting-entering
2701,2019-08-08 14:58:34.450,exiting
2701,2019-08-08 14:58:52.000,entering-exiting
2701,2019-08-08 14:59:15.850,entering-exiting
2364,2019-08-08 14:59:16.200,entering
2701,2019-08-08 14:59:40.550,entering-exiting
2701,2019-08-08 14:59:55.500,entering
2701,2019-08-08 15:00:19.500,exiting
2884,2019-08-08 15:00:20.950,exiting
799,2019-08-08 15:00:36.750,exiting
2364,2019-08-08 15:00:57.700,exiting
2701,2019-08-08 15:01:48.450,entering
799,2019-08-08 15:01:38.900,entering
2701,2019-08-08 15:02:02.900,exiting
2701,2019-08-08 15:03:11.350,entering
2662,2019-08-08 15:03:09.900,entering
2701,2019-08-08 15:03:32.950,exiting
618,2019-08-08 15:04:12.050,entering
2701,2019-08-08 15:04:30.150,entering
799,2019-08-08 15:04:52.300,exiting
2701,2019-08-08 15:05:29.050,exiting
2701,2019-08-08 15:05:54.900,entering
2701,2019-08-08 15:07:20.700,exiting
2701,2019-08-08 15:07:42.050,entering
2543,2019-08-08 15:07:53.300,entering
1953,2019-08-08 15:07:55.950,exiting
2701,2019-08-08 15:08:39.850,exiting
2884,2019-08-08 15:09:35.600,exiting-entering
2701,2019-08-08 15:09:26.400,entering
618,2019-08-08 15:10:25.350,exiting-entering
2701,2019-08-08 15:10:53.200,exiting
813,2019-08-08 15:11:03.200,exiting
2347,2019-08-08 15:11:43.100,entering
813,2019-08-08 15:11:44.950,entering
2701,2019-08-08 15:12:29.900,exiting
2701,2019-08-08 15:12:55.500,entering
2701,2019-08-08 15:13:49.050,exiting
700,2019-08-08 15:13:58.000,exiting
2701,2019-08-08 15:14:47.400,entering
2543,2019-08-08 15:14:36.750,exiting
677,2019-08-08 15:18:26.200,exiting
609,2019-08-08 15:19:06.750,exiting
381,2019-08-08 15:19:12.850,entering
1741,2019-08-08 15:19:29.850,exiting
1392,2019-08-08 15:20:06.150,exiting-entering
2674,2019-08-08 15:19:33.850,entering
2701,2019-08-08 15:20:26.950,exiting
2701,2019-08-08 15:21:06.300,entering-exiting
2701,2019-08-08 15:21:33.850,entering-exiting
2692,2019-08-08 15:21:49.850,exiting-entering
2701,2019-08-08 15:22:19.600,entering-exiting
2701,2019-08-08 15:22:40.300,entering
759,2019-08-08 15:24:39.200,exiting-entering
831,2019-08-08 15:26:11.800,exiting-entering
1697,2019-08-08 15:26:22.500,exiting-entering
381,2019-08-08 15:27:15.600,exiting
668,2019-08-08 15:27:35.650,exiting
116,2019-08-08 15:27:21.850,exiting
420,2019-08-08 15:28:38.750,entering
2884,2019-08-08 15:28:44.400,exiting
1870,2019-08-08 15:30:11.200,exiting
212,2019-08-08 15:30:24.700,exiting-entering
836,2019-08-08 15:30:45.200,exiting
1954,2019-08-08 15:31:08.450,entering
1288,2019-08-08 15:31:38.000,entering-exiting
2393,2019-08-08 15:33:22.150,exiting
2701,2019-08-08 15:33:35.550,exiting
935,2019-08-08 15:34:22.850,exiting
2701,2019-08-08 15:34:47.450,exiting
2393,2019-08-08 15:34:52.200,entering
527,2019-08-08 15:34:55.200,entering
2701,2019-08-08 15:35:37.650,entering
2701,2019-08-08 15:36:10.550,exiting
2356,2019-08-08 15:37:42.450,entering-exiting
2701,2019-08-08 15:38:12.850,entering-exiting
331,2019-08-08 15:38:36.450,entering
2701,2019-08-08 15:40:40.900,entering
560,2019-08-08 15:40:56.200,exiting
936,2019-08-08 15:43:31.500,exiting-entering
2587,2019-08-08 15:44:02.000,exiting
269,2019-08-08 15:45:03.800,exiting
381,2019-08-08 15:45:33.300,exiting
2701,2019-08-08 15:45:27.500,exiting
10,2019-08-08 15:45:27.400,exiting
2701,2019-08-08 15:45:46.100,entering
1037,2019-08-08 15:45:50.500,entering-exiting
618,2019-08-08 15:46:07.650,exiting-entering
2701,2019-08-08 15:46:05.050,exiting
417,2019-08-08 15:47:47.150,exiting
2701,2019-08-08 15:48:37.850,entering-exiting
332,2019-08-08 15:49:55.800,exiting
417,2019-08-08 15:48:48.400,entering
2701,2019-08-08 15:48:51.250,entering-exiting
420,2019-08-08 15:50:25.250,exiting
2745,2019-08-08 15:50:37.150,exiting
382,2019-08-08 15:51:21.450,exiting
2358,2019-08-08 15:51:57.950,entering
428,2019-08-08 15:53:00.200,exiting
2712,2019-08-08 15:52:50.850,entering
704,2019-08-08 15:52:59.850,exiting
841,2019-08-08 15:53:31.800,exiting
796,2019-08-08 15:53:49.150,entering-exiting
607,2019-08-08 15:55:42.050,entering
449,2019-08-08 15:57:03.850,exiting
1697,2019-08-08 15:57:34.600,exiting
618,2019-08-08 15:57:35.950,exiting-entering
187,2019-08-08 15:57:48.450,exiting
1697,2019-08-08 15:58:08.750,exiting-entering
479,2019-08-08 15:58:05.900,exiting
488,2019-08-08 15:58:39.250,exiting
888,2019-08-08 15:59:04.050,exiting
2701,2019-08-08 15:59:15.700,exiting-entering
831,2019-08-08 16:00:36.800,exiting
831,2019-08-08 16:00:46.900,entering-exiting
608,2019-08-08 16:00:52.700,exiting
821,2019-08-08 16:00:57.300,exiting
888,2019-08-08 16:00:59.950,entering
646,2019-08-08 16:01:10.500,exiting
2673,2019-08-08 16:02:06.050,entering
2712,2019-08-08 16:03:30.200,exiting
867,2019-08-08 16:03:47.400,exiting-entering
1403,2019-08-08 16:03:43.100,exiting-entering
1403,2019-08-08 16:04:21.450,exiting-entering
2762,2019-08-08 16:05:03.750,exiting
266,2019-08-08 16:05:10.550,entering
920,2019-08-08 16:05:30.600,exiting
2778,2019-08-08 16:05:38.450,entering
1403,2019-08-08 16:06:10.850,exiting
1403,2019-08-08 16:06:28.650,entering-exiting
1403,2019-08-08 16:06:56.150,entering-exiting
144,2019-08-08 16:06:46.650,exiting
2589,2019-08-08 16:06:53.500,exiting
942,2019-08-08 16:07:13.250,entering
2952,2019-08-08 16:08:15.800,exiting
1403,2019-08-08 16:08:44.800,entering-exiting
1403,2019-08-08 16:09:28.400,entering
1989,2019-08-08 16:09:36.400,entering
567,2019-08-08 16:09:42.000,exiting
221,2019-08-08 16:09:46.900,exiting
1403,2019-08-08 16:10:03.850,exiting
503,2019-08-08 16:10:03.400,exiting
1403,2019-08-08 16:10:55.250,entering
905,2019-08-08 16:11:37.250,exiting
567,2019-08-08 16:11:42.600,entering
2850,2019-08-08 16:11:54.700,exiting
855,2019-08-08 16:12:07.600,exiting
102,2019-08-08 16:12:07.050,exiting-entering
607,2019-08-08 16:12:40.100,exiting
102,2019-08-08 16:12:48.150,exiting-entering
417,2019-08-08 16:13:07.200,exiting
1403,2019-08-08 16:13:06.650,exiting
1403,2019-08-08 16:13:19.550,entering-exiting
417,2019-08-08 16:13:30.450,entering-exiting
492,2019-08-08 16:13:31.450,exiting
417,2019-08-08 16:13:48.550,entering
2850,2019-08-08 16:13:49.600,entering
575,2019-08-08 16:13:58.150,exiting
2673,2019-08-08 16:14:16.700,exiting
527,2019-08-08 16:14:18.000,exiting
2660,2019-08-08 16:14:25.300,exiting
2884,2019-08-08 16:14:53.500,exiting
2687,2019-08-08 16:15:03.850,exiting
480,2019-08-08 16:15:20.400,exiting
877,2019-08-08 16:15:59.400,exiting
1403,2019-08-08 16:16:06.100,entering
2687,2019-08-08 16:16:43.800,entering
877,2019-08-08 16:16:44.350,entering
937,2019-08-08 16:16:44.900,exiting
939,2019-08-08 16:17:09.000,exiting
945,2019-08-08 16:17:26.100,exiting
411,2019-08-08 16:17:34.950,exiting
261,2019-08-08 16:18:03.650,exiting
1774,2019-08-08 16:18:53.000,exiting
474,2019-08-08 16:19:26.450,exiting
2952,2019-08-08 16:19:33.050,entering
945,2019-08-08 16:19:34.950,entering
773,2019-08-08 16:20:24.950,exiting-entering
410,2019-08-08 16:20:25.650,entering
745,2019-08-08 16:21:04.600,entering
618,2019-08-08 16:21:15.650,entering
2807,2019-08-08 16:21:15.500,entering
1272,2019-08-08 16:22:52.700,exiting
2471,2019-08-08 16:23:11.000,entering
256,2019-08-08 16:23:37.600,exiting
2696,2019-08-08 16:23:39.150,exiting
800,2019-08-08 16:24:04.750,exiting
434,2019-08-08 16:24:14.950,exiting
1318,2019-08-08 16:24:39.650,entering
373,2019-08-08 16:24:40.450,exiting
256,2019-08-08 16:25:21.450,entering
199,2019-08-08 16:25:17.650,exiting
1439,2019-08-08 16:25:30.000,entering
922,2019-08-08 16:26:08.700,exiting
2648,2019-08-08 16:26:24.550,exiting
336,2019-08-08 16:26:34.600,exiting
373,2019-08-08 16:27:01.550,entering
2962,2019-08-08 16:27:17.000,exiting
344,2019-08-08 16:27:38.850,exiting
121,2019-08-08 16:27:43.100,exiting
922,2019-08-08 16:28:10.400,entering
922,2019-08-08 16:28:27.350,exiting-entering
755,2019-08-08 16:29:01.250,exiting
1414,2019-08-08 16:29:08.950,exiting
452,2019-08-08 16:29:22.950,exiting
2884,2019-08-08 16:31:14.200,exiting
1403,2019-08-08 16:31:23.200,exiting
877,2019-08-08 16:32:10.200,exiting-entering
1403,2019-08-08 16:32:08.400,entering-exiting
583,2019-08-08 16:32:16.900,entering
282,2019-08-08 16:33:09.100,exiting
83,2019-08-08 16:33:23.500,exiting
339,2019-08-08 16:33:40.500,exiting
1403,2019-08-08 16:34:04.950,exiting
1403,2019-08-08 16:34:39.000,entering
2884,2019-08-08 16:34:59.650,entering-exiting
668,2019-08-08 16:35:49.500,exiting
2934,2019-08-08 16:37:40.400,exiting
2962,2019-08-08 16:38:51.250,exiting
1402,2019-08-08 16:39:15.150,entering
1402,2019-08-08 16:39:40.800,exiting-entering
1402,2019-08-08 16:39:59.600,exiting-entering
1402,2019-08-08 16:40:16.000,entering
1508,2019-08-08 16:41:38.800,exiting
944,2019-08-08 16:41:52.350,exiting
2846,2019-08-08 16:45:02.250,entering
799,2019-08-08 16:47:55.300,entering
320,2019-08-08 16:48:20.150,entering
1245,2019-08-08 16:50:33.900,exiting-entering
420,2019-08-08 16:54:12.650,entering
799,2019-08-08 16:56:48.350,exiting
922,2019-08-08 16:57:12.700,exiting
575,2019-08-08 16:58:35.650,exiting
922,2019-08-08 16:59:40.950,entering
